subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
-JtWlHEvrLPWagPaAhm0eQ_UKMSg8By1yoe-SkdrKSs,22.739974771227157,46.19904123033796,26.398842130388534,35.11439595903669,97.74416787283761,23.393059049333846,161.3834718976702,98.0668558393206,72.13539096287319,34.74968269893101,59.79029178619385,52.04252651759556,80.64759526933942,15.284669228962489
1T9SoRhbCpQ0zXf4Le6WjwTOPdfnmEDebvWaECZg_HM,25.47770500183105,48.23133850097656,31.91501235961914,38.68342208862305,107.2672119140625,28.92529106140137,172.55577087402344,103.84809112548828,77.1362075805664,38.38117980957031,68.41377258300781,55.454933166503906,90.15271759033205,17.26010513305664
2LAYE-qYtPZMSeH-gUgP-H4o-WRPzC0Cg9Nf5_AkLBE,25.2546608573512,50.60218891344572,29.626611408434417,37.51581995110763,100.67354664049651,27.386687228554173,178.7748212312397,99.34230081658615,82.27587368613796,36.05998270135177,66.44052646034642,53.742692244680306,82.10059838545949,17.086464329769736
3KCeTD5hLgY5qDa-Dhg0lcrnsRM_EndCLV4DMSOQfQM,23.995325724283855,51.21337636311849,25.23059844970703,35.23132197062174,92.43688456217448,24.257675806681316,175.3321533203125,95.40557607014973,79.82781473795573,36.394585927327476,67.04578399658203,48.811309814453125,82.78695170084636,17.302639643351238
3beF_SfHubarfkfoyCeA6EDR7UqE8j-bgj4bzBFzGFM,24.0384578704834,53.71963246663412,28.889542897542317,35.93877410888672,107.5789566040039,26.35226821899414,179.71785990397134,97.62849426269531,85.3526611328125,37.45127868652344,66.20798238118489,53.04510752360026,89.97108713785808,16.362740834554035
59bc275a681516389ccf40e1,23.13017681666783,51.3592905317034,38.39021537417457,37.203254154750276,134.9065893264044,28.422563280378068,175.9433099655878,132.08888244628906,84.54405684698196,37.61085637410482,65.51759955996559,70.10484531947544,118.41283562069847,17.131569090343657
59bc275c681516389ccf41b3,23.25308871269226,46.26724100112915,27.365262985229492,36.234827518463135,94.24141120910645,24.940397262573242,168.336669921875,96.21396827697754,72.25702667236328,35.9875545501709,67.5211353302002,51.61273765563965,83.01414108276367,16.39640474319458
59bc275c681516389ccf41b9,25.31557403291975,51.96585587092808,38.02993065970285,40.908588545663015,127.57954488481793,28.610597678593226,176.03356007167272,128.20696476527624,82.10541098458427,37.657730511256624,65.13112122671944,71.40823663984027,113.05596433367047,17.492158344813756
59bc275f681516389ccf42e9,23.971808433532715,48.61965370178223,28.84383773803711,38.54548263549805,96.62067413330078,26.002193450927734,169.38204193115234,94.979248046875,76.07403182983398,36.250850677490234,63.66780662536621,54.12802505493164,83.88737869262695,16.552842140197754
59bc275f681516389ccf42ec,22.22287741161528,44.21394511631557,26.048399425688245,34.73269507998512,84.43068331763858,22.561358497256325,160.42389133998327,95.10333578927177,72.54532877604167,31.2867245447068,59.51681827363514,50.58447683425177,73.50491333007812,15.583094278971354
59bc275f681516389ccf42f8,23.765889485677082,46.823302798800995,30.710312949286568,36.110984802246094,97.93583679199219,27.325586530897354,169.14857482910156,95.62672678629558,74.69250573052301,37.26675287882487,64.5830569797092,49.58402464124892,84.21255577935113,17.00106324089898
59bc2760681516389ccf4304,18.998859405517578,42.096364974975586,25.19775390625,33.26693344116211,93.1524429321289,21.594550132751465,148.010009765625,87.64439010620117,66.26359939575195,31.493807315826416,54.52243518829346,48.23238658905029,73.60356330871582,13.526535749435425
59bc2761681516389ccf435d,25.143935012817384,54.04747314453125,31.991248321533202,38.42292455037435,111.31953887939453,28.923453776041665,185.8354726155599,108.70661112467448,87.91410064697266,39.39785359700521,67.99633534749348,57.64886271158854,93.27919158935546,17.597781244913737
59bc2761681516389ccf438a,21.929271574943296,46.81364416307019,28.971729401619204,35.57532894995905,101.45740828975555,25.320845696233935,159.99925527264995,102.03497978948778,73.05806559901083,34.14656706779234,58.691562775642645,55.126583345474735,83.61842543079007,16.367672274189612
59bc2763681516389ccf445b,23.450463189019096,46.34770075480143,28.705501273826318,36.266872829861114,91.63456754331236,24.28294026410138,166.10733992965132,94.34092599374277,74.03203017623336,33.19389357390227,61.974859873453774,52.02706315782335,76.73911963568793,15.850391741152164
59bc2764681516389ccf44a5,23.467875994168796,49.40693004314716,28.969657531151405,38.21886678842398,96.36772595919095,25.81796227968656,168.81479175274188,94.036378126878,77.00369468102089,33.77667192312387,62.93668350806603,49.09605026245117,81.34627268864558,16.876475994403545
59bc2764681516389ccf44b8,25.25221443176269,51.16746520996094,43.165618896484375,42.25622940063477,118.80253601074222,31.95062828063965,176.16387939453125,124.68508911132812,80.83412170410156,37.15875625610352,68.98287963867189,69.14961242675781,108.52571868896484,19.206802368164066
59bc2766681516389ccf4570,21.58945811878551,49.75622974742543,24.950647180730645,33.54850769042969,88.11738031560725,23.004562724720348,168.35964410955256,95.3117342862216,81.28732646595348,32.6599155772816,60.19349601052024,52.60036329789595,78.53556130149148,15.56020147150213
59bc2766681516389ccf4576,24.66403841972351,50.995552158355714,28.250111198425294,33.482549858093265,94.67257442474366,25.246069526672365,174.19419631958007,92.32252445220948,80.4787986755371,35.1534857749939,63.86023998260498,46.914418411254886,77.95945148468017,16.442013454437255
59bc2767681516389ccf45e6,24.48210678100586,49.23016624450683,32.109252548217775,38.44149665832519,110.06709289550781,28.426815223693847,173.937646484375,104.07927474975585,75.33253479003906,39.021100234985354,68.38580627441407,57.19580154418945,92.53395385742186,16.509737014770508
59bc2769681516389ccf46e3,22.574773688065378,51.42526365581312,24.49657480340255,32.23538910715204,89.4891811170076,23.611792112651624,175.4978316457648,91.72218724300987,82.01045387669613,35.337719565943665,64.43807782624897,45.906027141370274,78.00204588237561,16.08078384399414
59bc276c681516389ccf47c0,24.70699589069073,46.783868056077225,27.617924543527458,35.72031358572153,95.40365453866812,25.738531259390022,166.1525151179387,93.36829669658954,74.38720791156476,35.566401114830605,63.51808944115272,49.21145057678223,80.11634210439829,16.83335069509653
59bc276f681516389ccf48d4,22.53818633339622,46.93665232802882,26.495712222474992,33.83535639444987,90.81800079345703,23.81358932726311,167.17434091279,94.8620069099195,75.47904505874172,33.149922688802086,61.98678138039329,48.3836064194188,76.19794787782611,15.744419907078598
5a1c4633e7cb790004827642,21.11101722717285,45.2601432800293,24.182870864868164,34.747726440429695,84.38479614257812,22.437095642089844,157.56373596191406,90.03389739990234,71.17322540283203,31.505733489990234,57.52117919921875,47.44728469848633,69.50443267822266,14.132112503051758
5a1e03cb9f17b800040cc77c,27.695702934265135,52.59256706237793,33.865696334838866,41.84830436706543,127.57231216430664,30.33100757598877,177.87541656494142,114.04184951782227,81.40862197875977,39.68873481750488,69.34179992675782,55.98388595581055,117.55197372436524,19.683811378479003
